timestamp,algo,device,max_side,content,style,params,time_ms,ssim_content,ssim_style
2025-09-21T21:04:18.400583,gatys,cuda,720,test_images/content\IMG_3088.jpg,test_images/style\starry_night.png,steps=400,25240.62,0.3508,0.0309
2025-09-21T21:04:29.762043,adain_opt,cuda,720,test_images/content\IMG_3088.jpg,test_images/style\starry_night.png,"alpha=3,steps=400,opt=adam,tv=10000000000.0",11231.72,0.2222,0.0149
2025-09-21T21:04:55.939953,gatys,cuda,720,test_images/content\IMG_3088.jpg,test_images/style\the_scream.jpg,steps=400,25262.70,0.4802,0.1850
2025-09-21T21:05:07.305924,adain_opt,cuda,720,test_images/content\IMG_3088.jpg,test_images/style\the_scream.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",11221.90,0.2355,0.0397
2025-09-21T21:05:29.527861,gatys,cuda,720,test_images/content\couple.jpeg,test_images/style\DP130155.jpg,steps=400,21340.76,0.4660,0.0832
2025-09-21T21:05:38.687065,adain_opt,cuda,720,test_images/content\couple.jpeg,test_images/style\DP130155.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",9064.31,0.1813,0.0260
2025-09-21T21:06:00.390608,gatys,cuda,720,test_images/content\couple.jpeg,test_images/style\Vincent-van-Goghs-Self-Portrait-copy.jpg,steps=400,21306.75,0.5416,0.1345
2025-09-21T21:06:09.638123,adain_opt,cuda,720,test_images/content\couple.jpeg,test_images/style\Vincent-van-Goghs-Self-Portrait-copy.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",9079.17,0.1958,0.0434
2025-09-21T21:06:31.295876,gatys,cuda,720,test_images/content\couple.jpeg,test_images/style\abstract-style-1.jpg,steps=400,21352.07,0.4512,0.0712
2025-09-21T21:06:40.451983,adain_opt,cuda,720,test_images/content\couple.jpeg,test_images/style\abstract-style-1.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",9056.10,0.2002,0.0363
2025-09-21T21:07:02.298411,gatys,cuda,720,test_images/content\couple.jpeg,test_images/style\starry_night.png,steps=400,21495.30,0.3517,0.0300
2025-09-21T21:07:12.070427,adain_opt,cuda,720,test_images/content\couple.jpeg,test_images/style\starry_night.png,"alpha=3,steps=400,opt=adam,tv=10000000000.0",9192.09,0.1902,0.0176
2025-09-21T21:07:33.742549,gatys,cuda,720,test_images/content\couple.jpeg,test_images/style\the_scream.jpg,steps=400,21345.94,0.5984,0.1619
2025-09-21T21:07:42.962008,adain_opt,cuda,720,test_images/content\couple.jpeg,test_images/style\the_scream.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",9096.30,0.2201,0.0423
2025-09-21T21:08:07.926225,gatys,cuda,720,test_images/content\edited (5).png,test_images/style\DP130155.jpg,steps=400,24166.01,0.5584,0.0591
2025-09-21T21:08:18.723113,adain_opt,cuda,720,test_images/content\edited (5).png,test_images/style\DP130155.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",10605.67,0.2788,0.0214
2025-09-21T21:08:44.510401,gatys,cuda,720,test_images/content\edited (5).png,test_images/style\Vincent-van-Goghs-Self-Portrait-copy.jpg,steps=400,24698.99,0.5469,0.1040
2025-09-21T21:08:55.478038,adain_opt,cuda,720,test_images/content\edited (5).png,test_images/style\Vincent-van-Goghs-Self-Portrait-copy.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",10771.52,0.2907,0.0456
2025-09-21T21:09:20.261563,gatys,cuda,720,test_images/content\edited (5).png,test_images/style\abstract-style-1.jpg,steps=400,24083.63,0.5384,0.0585
2025-09-21T21:09:31.071970,adain_opt,cuda,720,test_images/content\edited (5).png,test_images/style\abstract-style-1.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",10638.15,0.2971,0.0310
2025-09-21T21:09:56.086314,gatys,cuda,720,test_images/content\edited (5).png,test_images/style\starry_night.png,steps=400,24027.72,0.4367,0.0317
2025-09-21T21:10:06.823472,adain_opt,cuda,720,test_images/content\edited (5).png,test_images/style\starry_night.png,"alpha=3,steps=400,opt=adam,tv=10000000000.0",10625.44,0.2877,0.0169
2025-09-21T21:10:31.595050,gatys,cuda,720,test_images/content\edited (5).png,test_images/style\the_scream.jpg,steps=400,24053.26,0.5662,0.1420
2025-09-21T21:10:42.299679,adain_opt,cuda,720,test_images/content\edited (5).png,test_images/style\the_scream.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",10583.03,0.3053,0.0435
2025-09-21T21:11:16.210245,gatys,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\DP130155.jpg,steps=400,33279.13,0.6000,0.1967
2025-09-21T21:11:32.449187,adain_opt,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\DP130155.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",16058.76,0.3332,0.0441
2025-09-21T21:12:07.590398,gatys,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\Vincent-van-Goghs-Self-Portrait-copy.jpg,steps=400,34386.90,0.5422,0.1010
2025-09-21T21:12:23.162229,adain_opt,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\Vincent-van-Goghs-Self-Portrait-copy.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",15124.89,0.3387,0.0364
2025-09-21T21:13:02.391820,gatys,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\abstract-style-1.jpg,steps=400,38310.03,0.5678,0.0694
2025-09-21T21:13:20.823749,adain_opt,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\abstract-style-1.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",18172.51,0.3603,0.0300
2025-09-21T21:13:55.916912,gatys,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\starry_night.png,steps=400,34071.04,0.5031,0.0353
2025-09-21T21:14:11.591601,adain_opt,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\starry_night.png,"alpha=3,steps=400,opt=adam,tv=10000000000.0",15503.03,0.3390,0.0195
2025-09-21T21:14:45.598795,gatys,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\the_scream.jpg,steps=400,33385.29,0.5385,0.1619
2025-09-21T21:15:01.179352,adain_opt,cuda,720,test_images/content\kentish_houses.jpg,test_images/style\the_scream.jpg,"alpha=3,steps=400,opt=adam,tv=10000000000.0",15398.00,0.3604,0.0469
